Legacy Site Name,Description,Website Name,Corporate Name,Email Communication Sent,Analytics Tag,JIRA Ticket,Notes,
thereporteronline,The Reporter,TheReporterOnline.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'thereporteronline.com',
	'Publisher Product': 'thereporteronline.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
theridgefieldpress,The Ridgefield Press,www.theridgefieldpress.com/,Hearst Newspapers,,,,,
therolladailynews,The Rolla Daily News,therolladailynews.com,"Gatehouse Media, Inc.",,,,,
theroyalgazette,The Royal Gazette,theroyalgazette.com,The Bermuda Press (Holdings) Ltd,,,,,
thescarboroughnews-uk,The Scarborough News,thescarboroughnews.co.uk,Johnston Press plc,,,,,
thesnaponline,Stanly News And Press,thesnaponline.com,"Boone Newspapers, Inc.",,,,,
thesouthern,The Southern Illinoisan,TheSouthern.com,"Lee Enterprises, Inc.",,,,,
thesouthernreporter-uk,The Southern Reporter,thesouthernreporter.co.uk,Johnston Press plc,,,,,
thespec,The Hamilton Spectator,https://www.thespec.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
thespectrum,The Spectrum & Daily News,thespectrum.com,"Gannett Co., Inc.",,,,,
thespringfieldsun,The Springfield Sun,thespringfieldsun.com,"Landmark Communications, Inc.",,,,,
thestar,Toronto Star,thestar.com,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
thestar-uk,The Star,thestar.co.uk,Johnston Press plc,,,,,
thestarnews,The Star-News,www.thestarnews.com,CommunityMedia Corporation,,,,,
thestarpress,The Star Press,TheStarPress.com,"Gannett Co., Inc.",,,,,
thestate,The State,thestate.com,The McClatchy Company,,,,,
thestokesnews,The Stokes News,thestokesnews.com,"APG - Adams Publishing Company, LLC",,,,,
thesunchronicle,Sun Chronicle,thesunchronicle.com,Heritage Publications,,,,,
thesuntimes,The Sun Times,https://www.thesuntimes.com/,Paxton Media Group LLC,,,,,
thetandd,The Times and Democrat,https://thetandd.com/,"Lee Enterprises, Inc.",,,,,
thetelegraph,The Telegraph,thetelegraph.com,Hearst Newspapers,,,,,
thetimes-tribune,Scranton Times,scrantontimes.com,Times Shamrock,,,,,
thetimesherald,The Times Herald,thetimesherald.com,"Gannett Co., Inc.",,,,,
thetimesnews,TheTimesNews.com,thetimesnews.com,"Gatehouse Media, Inc.",,,,,
thetowntalk,The Town Talk,thetowntalk.com,"Gannett Co., Inc.",,,,,
thevisitor-uk,The Visitor,thevisitor.co.uk,Johnston Press plc,,,,,
thevoice,The Voice,https://thevoice.us/,The Voice,,,,,
thewakullanews,The Wakulla News,thewakullanews.com,"Landmark Communications, Inc.",,,,,
theweeklycalistogan,The Weekly Calistogan,https://napavalleyregister.com/community/calistogan/,"Lee Enterprises, Inc.",,,,,
thewesterlysun,The Westerly Sun,TheWesterlySun.com,Rhode Island Suburban Newspapers Inc.,,,,,
thisweeknews,This Week Community Newspapers,thisweeknews.com,"Gatehouse Media, Inc.",,,,,
thnews,Times-Herald,thnews.com,Heritage Publications,,,,,
thompsoncitizen,Thompson Citizen,https://www.thompsoncitizen.net/,Glacier Media Inc.,,,,,
thornegazette-uk,Thorne & District Gazette,thornegazette.co.uk,Johnston Press plc,,,,,
tidewaterreview,Tidewater Review,tidewaterreview.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->
",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of  your website. Paste this code as high in the <head> of the page as possible:,
timaru-herald-nz,The Timaru Herald,Stuff.co.nz,Fairfax New Zealand Ltd.,,,,,
times-age-nz,Times-Age.co.nz,times-age.co.nz,APN News & Media New Zealand,,,,,
times-online,Valley City Times-Record,times-online.com,Heritage Publications,,,,,
times-standard,Times-Standard,Times-Standard.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'times-standard.com',
	'Publisher Product': 'times-standard.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
timesargus,Times Argus,timesargus.com,"Sample News Group, LLC",,,,,
timescall,Longmont Times-Call,timescall.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-9""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-9', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'timescall.com',
	'Publisher Product': 'timescall.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-9'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
timescolonist,,timescolonist.com,Glacier Media Inc.,,,,,
timesdispatch,Richmond Times-Dispatch,Richmond.com,"Lee Enterprises, Inc.",,,,,
timesdispatch-online,The Times Dispatch Online,https://www.jonesborosun.com/times_dispatch/,Paxton Media Group LLC,,,,,
timesgazette,Times Gazette,timesgazette.com,AIM Media Management of Dallas,,,,,
timesherald,Times Herald,timesherald.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'timesherald.com',
	'Publisher Product': 'timesherald.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
timesheraldonline,Times Herald Online,TimesHeraldOnline.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'timesheraldonline.com',
	'Publisher Product': 'timesheraldonline.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
timesleader,Times Leader,TimesLeader.com,"Champion Media, LLC",,,,,
timesonline,The Beaver County Times,https://www.timesonline.com/,"Gannett Co., Inc.",,,,,
timesrecordnews,Times Record News,timesrecordnews.com,"Gannett Co., Inc.",,,,,
timesreporter,The Times Reporter,timesreporter.com,"Gatehouse Media, Inc.",,,,,
timesrepublic-info,Times Republic,timesrepublic.info,"CMG - Community Media Group, Inc.",,,,,
timestelegram,Times Telegram,timestelegram.com,"Gatehouse Media, Inc.",,,,,
timesunion,Florida Times-Union,Jacksonville.com,"Gatehouse Media, Inc.",,,,,
timesunion-albany,Albany Times Union,timesunion.com,Hearst Newspapers,,,,,
tiogapublishing,The Wellsboro Gazette,tiogapublishing.com,"CMG - Community Media Group, Inc.",,,,,
tnonline,Times News,TNOnline.com,"Pencor Services, Inc.",x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-10713826-1""></script>
<script>
window.dataLayer = window.dataLayer || [];
function gtag(){dataLayer.push(arguments);}
gtag('js', new Date());

gtag('config', 'UA-10713826-1');
</script>
",CS-34847,,
todmordennews-uk,Todmorden News,todmordennews.co.uk,Johnston Press plc,,,,,
toledoblade,The Blade,theblade.com,Block Communications,x,"<!-- Global site tag (gtag.js) - Google Analytics -->

<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-20318432-2""></script>

<script>

  window.dataLayer = window.dataLayer || [];

  function gtag(){dataLayer.push(arguments);}

  gtag('js', new Date());

 

  gtag('config', 'UA-20318432-2');

</script>",CS-34847,"From the affiliate: 

I'm working with Connie and the Blade team to get you the GA code that you need for the forthcoming Legacy update.

If we ""view source"" on the main obits landing page, we can see that _gaq is still in use. 

Is that the code that you're looking to replace/upgrade? I know _gaq is part of an outdated legacy library.

If so, then I think this may be the code you're looking for
",
tomball,The Tomball Potpourri,YourHoustonNews.com,Hearst Newspapers,,,,,
trenton,"""The Times, Trenton,""",NJ.com,"Advance Publications, Inc.",,,,,
trentonian,The Trentonian,trentonian.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'trentonian.com',
	'Publisher Product': 'trentonian.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
tri-countysunday,Tri-County Sunday,tri-countysunday.com,"CMG - Community Media Group, Inc.",,,,,
trib,Casper Star-Tribune,https://trib.com/,"Lee Enterprises, Inc.",,,,,
triblive,Trib Total Media,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-advance-leader,Advance Leader,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-cranberry-journal,Cranberry Journal,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-daily-courier,Daily Courier,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-daily-news,Daily News,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-hampton-journal,Hampton Journal,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-mcknight-journal,McKnight Journal,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-murrysville-star,Murrysville Star,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-north-journal,North Journal,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-norwin-star,Norwin Star,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
Triblive-Online-Only,Triblive Online Only,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-penn-hills,Penn Hills Progress,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-penn-trafford-star,Penn Trafford Star,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-pine-creek-journal,Pine Creek Journal,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-pittsburgh-tribune-review,Pittsburgh Tribune Review,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-sewickley-herald,Sewickley Herald,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-shaler-journal,Shaler Journal,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-signal-item,Carnegie Signal Item,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-south-hills-record,South Hills Record,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-the-herald,Fox Chapel Herald,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-times-express,Monroeville Times Express,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-tribune-review,Tribune Review,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
triblive-valley-news-dispatch,The Valley News Dispatch,TribLive.com,Trib Total Media,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-32912589-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-32912589-1');
</script>
",,The paper would like to see a tag on a test site (just one Triblive site) before we implement the tags to all of their sites.,
tribnet,News Tribune (Tacoma),thenewstribune.com,The McClatchy Company,,,,,
tributes,Tributes,Tributes.com,Non-Newspaper,,,,,
tricityherald,Tri-City Herald,TriCityHerald.com,The McClatchy Company,,,,,
tricitynews,The Tri-City News,tricitynews.com,Glacier Media Inc.,,,,,
tricountyindependent,Tri-County Independent,https://www.tricountyindependent.com/,"Gatehouse Media, Inc.",,,,,
tricountytimes,Tri-County Times,TriCountyTimes.com,"Gatehouse Media, Inc.",,,,,
tringtoday-uk,Tring Today,tringtoday.co.uk,Johnston Press plc,,,,,
troyrecord,The Record,troyrecord.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-23""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-23', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'troyrecord.com',
	'Publisher Product': 'troyrecord.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-23'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
trumbulltimes,Trumbull Times,www.trumbulltimes.com/,Hearst Newspapers,,,,,
tucson,Arizona Daily Star,tucson.com,"Lee Enterprises, Inc.",,,,,
tullahomanews,Tullahoma News,tullahomanews.com,"Lakeway Publishers, Inc.",,,,,
tulsaworld,Tulsa World,TulsaWorld.com,"Lee Enterprises, Inc.",,,,,
tuscaloosa,Tuscaloosa News,tuscaloosanews.com,"Gatehouse Media, Inc.",,,,,
twincities,Pioneer Press,TwinCities.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-3""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-3', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'twincities.com',
	'Publisher Product': 'twincities.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-3'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
tyronetimes-ie,Tyrone Times,tyronetimes.co.uk,Johnston Press plc,,,,,
ukiahdailyjournal,Ukiah Daily Journal,UkiahDailyJournal.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'ukiahdailyjournal',
	'Publisher Product': 'ukiahdailyjournal',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
uniondailytimes,Union Daily Times,uniondailytimes.com,"Champion Media, LLC",,,,,
uniondemocrat,Sonora Union Democrat,https://www.uniondemocrat.com,Heritage Publications,,,,,
